"cohort_date","source","medium","campaign","income","discounts","costs_rub","ltv"
"2019-11-04","google","cpc","rus_search_brand-discount-15",11909.61716,1158.74353525,7233.65,3517.22362475
"2019-11-04","google","cpc","rus_search_gen-flow-discount-10-night",2657.444426,398.6166639,382.11,1876.7177621
"2019-11-04","google","cpc","ukr_search_brand-discount-15",3541.777939,199.30833195,1477.87,1864.59960705
"2019-11-04","yandex","cpc","rus_search_gen-phones-no-conversions-discount-15",2701.883296,405.2824944,794.47,1502.1308016
"2019-11-04","google","cpc","ukr_search_gen-night-discount-15",2875.194889,431.27923335,1579.75,864.16565565
"2019-11-04","google","cpc","ukr_search_gen-discount-15",10680.954032,937.1082525,7032.21,2711.6357795
"2019-11-04","google","cpc","rus_search_competitors-new-night",1990.861376,298.6292064,357.26,1334.9721696
"2019-11-04","yandex","cpc","rus_search_gen-phones-discount-15",20486.699387,2951.98023785,15478.441,2056.27814915
"2019-11-05","google","cpc","rus_search_gen-flow-discount-15",10003.095095,836.55382125,9706.1,-539.55872625
"2019-11-05","google","cpc","ukr_search_gen-night-discount-15",1106.517405,165.97761075,2828.18,-1887.64020575
"2019-11-05","google","cpc","ukr_search_brand-discount-15",6443.1986955,856.03142835,1974.07,3613.09726715
"2019-11-05","yandex","cpc","rus_search_gen-phones-discount-15",53867.80945,4695.79464375,27735.55,21436.46480625
"2019-11-05","google","cpc","rus_search_brand-discount-15",13460.406505,2019.06097575,8546.4,2894.94552925
"2019-11-05","google","cpc","ukr_search_gen-discount-15",3981.68512,597.252768,8569.74,-5185.307648
"2019-11-05","yandex","cpc","rus_search_brand-discount-15",13617.967545,1141.3820425,2920.2798,9556.3057025
"2019-11-05","yandex","cpc","rus_search_gen-vlozhenye-zaprosy-phones-discount-15",6865.740525,830.5546305,7822.3193,-1787.1334055
"2019-11-05","yandex","cpc","bel_search_gen-phones",3537.30062,530.595093,828.52997,2178.175557
"2019-11-05","yandex","cpc","rus_search_competitors-new-phones",4030.567415,243.522706,3846.4902,-59.445491
"2019-11-05","google","cpc","rus_search_gen-flow-discount-10-night",1106.517405,165.97761075,773.83,166.70979425
"2019-11-05","google","cpc","rus_search_competitors-new",1773.094155,0.0,1183.78,589.314155
"2019-11-06","google","cpc","rus_search_gen-flow-discount-15-night",889.437465,0.0,283.87,605.567465
"2019-11-06","google","cpc","ukr_search_gen-night-discount-15",2225.82843,333.8742645,2917.95,-1025.9958345
"2019-11-06","google","cpc","rus_search_gen-flow-discount-15",14999.75946,2249.963919,11579.03,1170.765541
"2019-11-06","google","cpc","ukr_search_brand-discount-15",5124.032172,554.8637997,2192.56,2376.6083723
"2019-11-06","google","cpc","rus_search_competitors-new",1604.563065,0.0,2529.63,-925.066935
"2019-11-06","yandex","cpc","rus_search_gen-phones-no-conversions-discount-15",889.437465,133.41561975,245.16,510.86184525
"2019-11-06","google","cpc","rus_search_brand-discount-15",23565.9963105,2321.73725805,8423.32,12820.93905245
"2019-11-06","yandex","cpc","rus_search_gen-vlozhenye-zaprosy-phones-discount-15",1112.914215,166.93713225,5347.4297,-4401.45261725
"2019-11-06","yandex","cpc","rus_search_brand-discount-15",13762.936047,1436.6055025,3515.5903,8810.7402445
"2019-11-06","yandex","cpc","bel_search_gen-phones",1112.914215,0.0,877.56995,235.344265
"2019-11-06","yandex","cpc","rus_search_gen-phones-discount-15",19898.36982,2584.50861375,28687.664,-11373.80279375
"2019-11-06","google","cpc","rus_search_gen-flow-discount-10-night",2002.35168,300.352752,712.85,989.148928
"2019-11-06","google","cpc","bel_search_brand-discount-15",1381.086315,0.0,28.76,1352.326315
"2019-11-06","google","cpc","ukr_search_gen-discount-15",889.437465,133.41561975,8097.73,-7341.70815475
"2019-11-07","google","cpc","rus_search_competitors-new",3990.235431,598.53531465,2594.19,797.51011635
"2019-11-07","google","cpc","rus_search_gen-flow-discount-15",9573.006296,930.83251275,13118.2,-4476.02621675
"2019-11-07","google","cpc","rus_search_brand-discount-15",22878.609152,2667.05200965,8076.88,12134.67714235
"2019-11-07","google","cpc","ukr_search_gen-vlozhenye-zaprosy-night-discount-15",1107.657327,166.14859905,188.16,753.34872795
"2019-11-07","yandex","cpc","rus_search_gen-phones-discount-15",33336.113923,3671.01747705,31459.988,-1794.89155405
"2019-11-07","google","cpc","ukr_search_brand-discount-15",5448.6217975,994.5281073,2585.09,1869.0036902
"2019-11-07","yandex","cpc","rus_search_competitors-new-phones",2660.156954,266.0156954,5578.86,-3184.7187414
"2019-11-07","yandex","cpc","bel_search_gen-phones",4043.616507,606.54247605,512.93005,2924.14398095
"2019-11-07","yandex","cpc","kaz_search_gen-discount-15",885.236177,132.78542655,586.12,166.33075045
"2019-11-07","yandex","cpc","rus_search_gen-phones-no-conversions-discount-15",1107.657327,166.14859905,823.35,118.15872795
"2019-11-07","google","cpc","rus_search_gen-flow-discount-10-night",6346.200651,354.32842515,1083.85,4908.02222585
"2019-11-07","yandex","cpc","rus_search_gen-vlozhenye-zaprosy-phones-discount-15",1992.893504,298.9340256,6252.82,-4558.8605216
"2019-11-07","yandex","cpc","rus_search_brand-discount-15",5978.680512,852.54026795,2838.87,2287.27024405
"2019-11-07","google","cpc","ukr_search_gen-discount-15",2878.129681,431.71945215,7839.35,-5392.93977115
"2019-11-07","google","cpc","rus_search_competitors-new-night",1107.657327,166.14859905,452.94,488.56872795
"2019-11-07","yandex","cpc","ukr_search_brand-discount-15",3828.901699,504.7769601,609.78,2714.3447389
"2019-11-07","google","cpc","ukr_search_gen-night-discount-15",12177.039147,995.8902576,3237.23,7943.9188894
"2019-11-08","yandex","cpc","rus_search_brand-discount-15",17158.791972,1166.5835181,4163.6797,11828.5287539
"2019-11-08","yandex","cpc","ukr_search_gen-discount-15",1111.669713,166.75045695,1360.66,-415.74074395
"2019-11-08","yandex","cpc","bel_search_gen-phones",5865.291866,260.00379265,760.06006,4845.22801335
"2019-11-08","google","cpc","bel_search_gen-no-conversions",8982.648444,1040.01389415,3738.33,4204.30454985
"2019-11-08","google","cpc","ukr_search_gen-night-discount-15",3602.881359,540.43220385,2636.62,425.82915515
"2019-11-08","google","cpc","kaz_search_gen-vlozhenye-zaprosy-discount-15",1111.669713,166.75045695,497.45,447.46925605
"2019-11-08","yandex","cpc","rus_search_gen-phones-discount-15",23925.8612355,3077.5418667,29982.594,-9134.2746312
"2019-11-08","google","cpc","ukr_search_brand-discount-15",15574.47759,533.6207982,2753.19,12287.6667918
"2019-11-08","google","cpc","rus_search_gen-flow-discount-10-night",2888.555439,300.0168864,1029.42,1559.1185526
"2019-11-08","google","cpc","rus_search_gen-flow-discount-15",18938.132731,2673.90446925,17075.21,-810.98173825
"2019-11-08","google","cpc","rus_search_competitors-new",1334.896563,200.23448445,2759.83,-1625.16792145
"2019-11-08","google","cpc","rus_search_brand-discount-15",13124.554996,1367.4876831,6007.81,5749.2573129
"2019-11-08","yandex","cpc","ukr_search_brand-discount-15",2937.665346,440.6498019,460.54,2036.4755441
"2019-11-08","yandex","cpc","rus_search_gen-vlozhenye-zaprosy-phones-discount-15",4223.452002,300.0168864,8292.089,-4368.6538844
"2019-11-08","yandex","cpc","rus_search_gen-phones-no-conversions-discount-15",2000.112576,300.0168864,440.19,1259.9056896
"2019-11-08","google","cpc","ukr_search_gen-discount-15",4000.225152,466.76734335,6130.84,-2597.38219135
"2019-11-08","google","cpc","kaz_search_gen-discount-15",1821.531096,273.2296644,504.85,1043.4514316
"2019-11-09","google","cpc","ukr_search_gen-discount-15",6987.000405,914.7836313,7967.97,-1895.7532263
"2019-11-09","yandex","cpc","kaz_search_gen-discount-15",1111.669713,166.75045695,678.08,266.83925605
"2019-11-09","google","cpc","rus_search_gen-vlozhenye-zaprosy",888.442863,133.26642945,705.14,50.03643355
"2019-11-09","google","cpc","rus_search_gen-flow-discount-10-night",3776.998302,566.5497453,386.6,2823.8485567
"2019-11-09","google","cpc","rus_search_gen-flow-discount-15-night",1111.669713,166.75045695,805.04,139.87925605
"2019-11-09","yandex","cpc","rus_search_brand-discount-15",17757.539569,1421.7161728,2552.96,13782.8633962
"2019-11-09","google","cpc","rus_search_gen-flow-discount-15",17344.700002,1640.4933993,9838.07,5866.1366027
"2019-11-09","yandex","cpc","bel_search_brand-discount-15",1379.541933,206.93128995,83.350006,1089.26063705
"2019-11-09","google","cpc","ukr_search_competitors-new",1111.669713,166.75045695,127.11,817.80925605
"2019-11-09","google","cpc","bel_search_gen-no-conversions",4982.423292,747.3634938,3909.09,325.9697982
"2019-11-09","google","cpc","rus_search_brand-discount-15",14588.7163065,1648.3912263,6255.47,6684.8550802
"2019-11-09","google","cpc","rus_search_gen-phones-no-conversions",888.442863,0.0,3689.64,-2801.197137
"2019-11-09","yandex","cpc","rus_search_gen-phones-discount-15",29041.813185,3522.519693,17555.11,7964.183492
"2019-11-09","yandex","cpc","rus_search_competitors-new-phones",4446.678852,444.6678852,3955.6702,46.3407668
"2019-11-09","google","cpc","kaz_search_gen-discount-15",2714.438496,407.1657744,1108.7,1198.5727216
"2019-11-09","yandex","cpc","ukr_search_brand-discount-15",1825.995633,273.89934495,935.53,616.56628805
"2019-11-09","yandex","cpc","ukr_search_gen-discount-15",9384.456774,940.2314922,8981.29,-537.0647182
"2019-11-09","google","cpc","kaz_search_gen-vlozhenye-zaprosy-discount-15",3250.182936,300.68656695,560.74,2388.75636905
"2019-11-09","yandex","cpc","rus_search_gen-vlozhenye-zaprosy-phones-discount-15",1776.885726,266.5328589,7267.5703,-5757.2174329
"2019-11-10","yandex","cpc","ukr_search_gen-discount-15",10016.365625,1302.097447875,10114.09,-1399.821822875
"2019-11-10","google","cpc","rus_search_gen-flow-discount-15",18158.6612095,1902.184273325,8143.68,8112.796936175
"2019-11-10","google","cpc","ukr_search_gen-discount-15",8675.452905,1301.31793575,7615.41,-241.27503075
"2019-11-10","yandex","cpc","rus_search_competitors-new-phones",2666.9646675,177.7976445,2346.53,142.637023
"2019-11-10","google","cpc","bel_search_gen-no-conversions",4136.698965,753.853078125,2840.38,542.465886875
"2019-11-10","google","cpc","rus_search_brand-discount-15",12687.0681,566.89751475,5489.2,6630.97058525
"2019-11-10","google","cpc","kaz_search_gen-vlozhenye-zaprosy-discount-15",2488.2735675,106.544568375,690.96,1690.768999125
"2019-11-10","google","cpc","ukr_search_gen-night-discount-15",4985.48169,507.259360125,2963.13,1515.092329875
"2019-11-10","yandex","cpc","rus_search_gen-phones-discount-15",25072.460581,2908.7493428,24179.504,-2015.7927618
"2019-11-10","google","cpc","rus_search_gen-flow-discount-10-night",4536.986538,625.018745925,559.69,3352.277792075
"2019-11-10","yandex","cpc","rus_search_brand-discount-15",15138.264043,2462.37687185,2015.3301,10660.55707115
"2019-11-10","yandex","cpc","rus_search_gen-vlozhenye-zaprosy-phones-discount-15",10279.2055275,1174.670618625,9004.73,99.804908875
"2019-11-10","google","cpc","rus_search_gen-phones-no-conversions",4051.8206925,607.773103875,1486.9,1957.147588625
"2019-11-10","yandex","cpc","kaz_search_gen-discount-15",2001.34032,300.201048,953.29004,747.849232
"2019-11-10","google","cpc","kaz_search_gen-discount-15",9719.6360555,1037.529859275,1140.51,7541.596196225
"2019-11-10","google","cpc","ukr_search_brand-discount-15",4382.3992275,524.01165075,1691.46,2166.92757675
"2019-11-10","google","cpc","ukr_search_gen-vlozhenye-zaprosy-night-discount-15",2492.740845,373.91112675,235.19,1883.63971825
"2019-11-11","google","cpc","kaz_search_gen-vlozhenye-zaprosy-discount-15",4492.860456,238.7483028,1456.24,2797.8721532
"2019-11-11","yandex","cpc","ukr_search_gen-discount-15",9245.908056,1386.8862084,11687.139,-3828.1171524
"2019-11-11","yandex","cpc","bel_search_brand-discount-15",889.717458,133.4576187,261.56,494.6998393
"2019-11-11","yandex","cpc","rus_search_gen-phones-no-conversions-discount-15",666.170358,99.9255537,630.88,-64.6351957
"2019-11-11","yandex","cpc","kaz_search_gen-discount-15",2718.332736,407.7499104,683.42,1627.1628256
"2019-11-11","google","cpc","kaz_search_gen-discount-15",8459.022264,934.8739722,2461.22,5062.9282918
"2019-11-11","google","cpc","ukr_search_gen-discount-15",3116.246574,333.9793674,3539.56,-757.2927934
"2019-11-11","google","cpc","rus_search_gen-flow-discount-15",9840.543342,1342.6238826,12167.9,-3669.9805406
"2019-11-11","yandex","cpc","rus_search_competitors-new-phones",889.717458,0.0,3391.2803,-2501.562842
"2019-11-11","google","cpc","rus_search_brand-discount-15",15448.700988,1265.7236802,6220.62,7962.3573078
"2019-11-11","yandex","cpc","rus_search_brand-discount-15",14952.927787,1665.7436096,3765.3694,9521.8147774
"2019-11-11","google","cpc","rus_search_gen-phones-no-conversions",889.717458,133.4576187,1923.9,-1167.6401607
"2019-11-11","google","cpc","rus_search_competitors-new",1779.434916,99.9255537,3673.66,-1994.1506377
"2019-11-11","yandex","cpc","rus_search_gen-vlozhenye-zaprosy-phones-discount-15",5119.22859,767.8842885,8602.33,-4250.9856985
"2019-11-11","yandex","cpc","rus_search_gen-phones-discount-15",40327.5347475,4392.0236409,30906.549,5028.9621066
"2019-11-11","google","cpc","rus_search_gen-flow-discount-10-night",2114.755566,317.2133349,1075.73,721.8122311
"2019-11-11","google","cpc","bel_search_gen-no-conversions",2494.785636,374.2178454,3028.76,-908.1922094
"2019-11-11","google","cpc","ukr_search_gen-vlozhenye-zaprosy-discount-15",889.717458,133.4576187,1102.44,-346.1801607
"2019-11-11","google","cpc","ukr_search_gen-night-discount-15",1336.811658,0.0,2233.71,-896.898342
"2019-11-12","google","cpc","rus_search_gen-phones-no-conversions",3585.45593,336.052143,1578.59,1670.813787
"2019-11-12","google","cpc","ukr_search_brand-discount-15",11219.562011,1350.1199425,773.13,9096.3120685
"2019-11-12","google","cpc","rus_search_gen-flow-discount-15-night",895.23931,0.0,389.19,506.04931
"2019-11-12","yandex","cpc","ukr_search_gen-discount-15",7215.89876,948.0989175,11424.81,-5157.0101575
"2019-11-12","yandex","cpc","rus_search_gen-phones-discount-15",25020.732548,2727.0175128,26506.266,-4212.5509648
"2019-11-12","yandex","cpc","ukr_search_brand-discount-15",895.23931,0.0,542.87994,352.35937
"2019-11-12","google","cpc","ukr_search_gen-night-discount-15",1615.02971,242.2544565,4138.49,-2765.7147465
"2019-11-12","google","cpc","bel_search_gen-no-conversions",8731.068528,1095.1172043,4107.15,3528.8013237
"2019-11-12","google","cpc","kaz_search_gen-discount-15",5315.065581,554.9000499,1678.25,3081.9155311
"2019-11-12","google","cpc","ukr_search_competitors-new-night",1120.17381,168.0260715,641.12,311.0277385
"2019-11-12","google","cpc","rus_search_competitors-new",1345.10831,201.7662465,1459.88,-316.5379365
"2019-11-12","google","cpc","rus_search_gen-flow-discount-10-night",1120.17381,168.0260715,691.24,260.9077385
"2019-11-12","google","cpc","rus_search_brand-discount-15",18004.99575,1783.3757529,4882.15,11339.4699971
"2019-11-12","yandex","cpc","rus_search_competitors-new-phones",3855.37733,273.520352,2233.0598,1348.797178
"2019-11-12","google","cpc","kaz_search_gen-vlozhenye-zaprosy-discount-15",895.23931,134.2858965,2227.04,-1466.0865865
"2019-11-12","yandex","cpc","rus_search_brand-discount-15",16297.364482,1321.2303202,3351.94,11624.1941618
"2019-11-12","google","cpc","rus_search_gen-flow-discount-15",17865.852746,2264.8418499,15147.09,453.9208961
"2019-11-12","yandex","cpc","rus_search_gen-vlozhenye-zaprosy-phones-discount-15",13031.757564,2595.9452505,8950.76,1485.0523135
"2019-11-12","google","cpc","ukr_search_gen-discount-15",6050.73805,907.6107075,6378.29,-1235.1626575
"2019-11-12","google","cpc","ukr_search_gen-vlozhenye-zaprosy-discount-15",2015.41312,302.311968,1808.31,-95.208848
"2019-11-13","yandex","cpc","ukr_search_brand-discount-15",2016.96544,302.544816,664.91,1049.510624
"2019-11-13","google","cpc","rus_search_brand-discount-15",12203.843274,1287.4664369,5177.72,5738.6568371
"2019-11-13","google","cpc","rus_search_competitors-new",895.928845,134.38932675,3253.87,-2492.33048175
"2019-11-13","google","cpc","ukr_search_gen-vlozhenye-zaprosy-discount-15",3183.023585,134.38932675,2644.13,404.50425825
"2019-11-13","google","cpc","ukr_search_brand-discount-15",4250.436925,581.94379425,1152.86,2515.63313075
"2019-11-13","google","cpc","bel_search_gen-no-conversions",1346.144345,201.92165175,2543.06,-1398.83730675
"2019-11-13","google","cpc","ukr_search_competitors-new",1391.165895,208.67488425,2161.14,-978.64898925
"2019-11-13","google","cpc","rus_search_gen-vlozhenye-zaprosy",1616.273645,0.0,660.03,956.243645
"2019-11-13","google","cpc","ukr_search_gen-night-discount-15",6989.575572,656.41219245,1761.35,4571.81337955
"2019-11-13","yandex","cpc","bel_search_gen-phones-discount-15",670.821095,201.2463285,152.72,316.8547665
"2019-11-13","yandex","cpc","rus_search_gen-phones-discount-15",45227.316967,4624.03523085,31197.219,9406.06273615
"2019-11-13","google","cpc","kaz_search_gen-discount-15",2242.07319,336.3109785,2215.79,-310.0277885
"2019-11-13","google","cpc","ukr_search_gen-discount-15",1121.036595,168.15548925,5454.73,-4501.84889425
"2019-11-13","yandex","cpc","rus_search_competitors-new-phones",895.928845,0.0,3226.0898,-2330.160955
"2019-11-13","google","cpc","rus_search_gen-flow-discount-15",8608.12036,888.05007375,12151.6,-4431.52971375
"2019-11-13","google","cpc","rus_search_gen-flow-discount-10-night",1121.036595,168.15548925,1197.3,-244.41889425
"2019-11-13","yandex","cpc","rus_search_brand-discount-15",17902.860976,2131.3481294,2716.5,13055.0128466
"2019-11-13","yandex","cpc","ukr_search_gen-discount-15",8342.493215,1049.4523305,9516.85,-2223.8091155
"2019-11-13","google","cpc","kaz_search_brand-discount-15",2242.07319,336.3109785,103.57,1802.1922115
"2019-11-13","yandex","cpc","rus_search_gen-vlozhenye-zaprosy-phones-discount-15",1791.85769,268.7786535,5748.0293,-4224.9502635
"2019-11-13","google","cpc","rus_search_gen-flow-discount-15-night",1346.144345,201.92165175,844.95,299.27269325
"2019-11-14","google","cpc","kaz_search_gen-vlozhenye-zaprosy-discount-15",890.515647,133.57734705,628.9,128.03829995
"2019-11-14","google","cpc","ukr_search_gen-vlozhenye-zaprosy-discount-15",5383.368459,807.50526885,4116.8,459.06319015
"2019-11-14","yandex","cpc","ukr_search_brand-discount-15",2009.253897,301.38808455,742.72003,965.14578245
"2019-11-14","google","cpc","rus_search_gen-phones-no-conversions",1606.508127,240.97621905,3004.0,-1638.46809205
"2019-11-14","yandex","cpc","rus_search_gen-phones-discount-15",18849.091842,2771.8448688,27824.512,-11747.2650268
"2019-11-14","yandex","cpc","kaz_search_gen-discount-15",3123.517194,468.5275791,538.35,2116.6396149
"2019-11-14","yandex","cpc","bel_search_gen-phones",1781.031294,267.1546941,643.95,869.9265999
"2019-11-14","google","cpc","rus_search_brand-discount-15",6062.217462,853.6866471,5282.95,-74.4191851
"2019-11-14","google","cpc","ukr_search_gen-discount-15",5501.67086,558.4741344,3260.31,1682.8867256
"2019-11-14","google","cpc","kaz_search_gen-discount-15",1602.033174,347.03260515,1783.59,-528.58943115
"2019-11-14","google","cpc","ukr_search_gen-night-discount-15",1781.031294,267.1546941,3748.68,-2234.8034001
"2019-11-14","yandex","cpc","rus_search_brand-discount-15",23462.184186,1994.99479935,2993.6404,18473.54898665
"2019-11-14","google","cpc","bel_search_gen-no-conversions",3387.539421,374.5535661,3916.03,-903.0441451
"2019-11-14","google","cpc","rus_search_gen-flow-discount-10-night",3342.789891,334.2789891,1272.82,1735.6909019
"2019-11-14","google","cpc","rus_search_gen-vlozhenye-zaprosy",2271.878301,282.90099495,419.19,1569.78730605
"2019-11-14","google","cpc","rus_search_gen-flow-discount-15",14266.150164,2249.1113778,12872.49,-855.4512138
"2019-11-14","yandex","cpc","ukr_search_gen-discount-15",12262.057843,1969.78788755,11281.799,-989.52904455
"2019-11-14","yandex","cpc","rus_search_gen-vlozhenye-zaprosy-phones-discount-15",7356.822732,936.38391525,7365.4,-944.96118325
"2019-11-15","yandex","cpc","rus_search_gen-phones-discount-15",33970.2776315,4411.8101237,25232.84,4325.6275078
"2019-11-15","yandex","cpc","rus_search_gen-vlozhenye-zaprosy-phones-discount-15",6760.358745,607.09360215,7257.9097,-1104.64455715
"2019-11-15","google","cpc","ukr_search_brand-discount-15",887.994317,133.19914755,1071.37,-316.57483055
"2019-11-15","google","cpc","ukr_search_gen-vlozhenye-zaprosy-discount-15",11885.7011875,1156.21156035,3606.51,7122.97962715
"2019-11-15","yandex","cpc","ukr_search_brand-discount-15",1775.988634,133.19914755,332.39,1310.39948645
"2019-11-15","google","cpc","rus_search_gen-flow-discount-10-night",3645.685211,166.66627005,2336.55,1142.46894095
"2019-11-15","yandex","cpc","ukr_search_gen-discount-15",5644.787995,673.3585047,11233.529,-6262.0995097
"2019-11-15","yandex","cpc","bel_search_gen-phones-discount-15",887.994317,133.19914755,331.30002,423.49514945
"2019-11-15","google","cpc","kaz_search_brand-discount-15",6523.274142,698.95827155,31.23,5793.08587045
"2019-11-15","yandex","cpc","rus_search_competitors-new-phones",3110.211251,311.0211251,1300.16,1499.0301259
"2019-11-15","yandex","cpc","rus_search_gen-phones-no-conversions-discount-15",1021.862807,153.27942105,978.85,-110.26661405
"2019-11-15","google","cpc","kaz_search_gen-discount-15",2891.559384,433.7339076,1646.88,810.9454764
"2019-11-15","google","cpc","rus_search_competitors-new",1999.102784,299.8654176,589.58,1109.6573664
"2019-11-15","google","cpc","rus_search_gen-vlozhenye-zaprosy",1111.108467,0.0,230.99,880.118467
"2019-11-15","google","cpc","rus_search_gen-flow-discount-15",17839.535777,2441.47097775,11514.13,3883.93479925
"2019-11-15","google","cpc","ukr_search_gen-night-discount-15",2663.982951,266.3982951,3473.6,-1076.0153441
"2019-11-15","google","cpc","ukr_search_gen-discount-15",8665.753586,1066.9318653,7666.44,-67.6182793
"2019-11-15","google","cpc","kaz_search_gen-vlozhenye-zaprosy-discount-15",1111.108467,166.66627005,1033.74,-89.29780305
"2019-11-15","google","cpc","rus_search_brand-discount-15",9572.60444,1032.79540035,3816.3,4723.50903965
"2019-11-15","google","cpc","bel_search_gen-no-conversions",887.994317,133.19914755,4775.55,-4020.75483055
"2019-11-15","google","cpc","rus_search_gen-phones-no-conversions",1775.988634,266.3982951,3314.78,-1805.1896611
"2019-11-15","google","cpc","rus_search_gen-flow-discount-15-night",1111.108467,166.66627005,604.01,340.43219695
"2019-11-15","yandex","cpc","bel_search_gen-phones",1999.102784,299.8654176,597.34,1101.8973664
"2019-11-15","yandex","cpc","rus_search_brand-discount-15",7603.730232,773.7598722,2929.5,3900.4703598
"2019-11-16","yandex","cpc","ukr_search_gen-discount-15",6532.89504,979.934256,7719.9897,-2167.028916
"2019-11-16","google","cpc","rus_search_gen-flow-discount-10-night",7157.62544,1073.643816,1891.06,4192.921624
"2019-11-16","google","cpc","rus_search_brand-discount-15",19531.1900245,1982.1362001,4518.08,13030.9738244
"2019-11-16","google","cpc","ukr_search_gen-vlozhenye-zaprosy-discount-15",888.00964,133.201446,1789.45,-1034.641806
"2019-11-16","google","cpc","ukr_search_gen-discount-15",11599.104251,1095.6524411,8642.99,1860.4618099
"2019-11-16","google","cpc","rus_search_competitors-new-night",888.00964,133.201446,234.41,520.398194
"2019-11-16","yandex","cpc","ukr_search_brand-discount-15",888.00964,133.201446,232.89,521.918194
"2019-11-16","google","cpc","ukr_search_gen-night-discount-15",3556.50092,400.273692,4009.6,-853.372772
"2019-11-16","google","cpc","kaz_search_gen-vlozhenye-zaprosy-discount-15",1111.12764,166.669146,941.13,3.328494
"2019-11-16","yandex","cpc","rus_search_brand-discount-15",5872.46576,640.571778,1914.1699,3317.724082
"2019-11-16","google","cpc","rus_search_gen-phones-no-conversions",888.00964,133.201446,1359.24,-604.431806
"2019-11-16","google","cpc","bel_search_gen-no-conversions",2713.11488,240.298086,3859.74,-1386.923206
"2019-11-16","yandex","cpc","rus_search_gen-phones-discount-15",31499.79924,4738.356966,19046.525,7714.917274
"2019-11-16","google","cpc","kaz_search_gen-discount-15",1865.26648,279.789972,737.95,847.526508
"2019-11-16","google","cpc","rus_search_gen-flow-discount-15",15472.432731,2143.1914511,16203.9,-2874.6587201
"2019-11-16","google","cpc","rus_search_gen-flow-discount-15-night",2713.11488,240.298086,784.56,1688.256794
"2019-11-16","google","cpc","rus_search_competitors-new",1111.12764,166.669146,1303.43,-358.971506
"2019-11-16","yandex","cpc","rus_search_gen-vlozhenye-zaprosy-phones-discount-15",10330.3634,922.146694,8896.59,511.626706
"2019-11-17","google","cpc","ukr_search_gen-discount-15",2885.7361365,432.860420475,6526.13,-4073.254283975
"2019-11-17","yandex","cpc","ukr_search_gen-discount-15",20445.4208945,1875.685143675,10237.279,8332.456750825
"2019-11-17","google","cpc","rus_search_competitors-new",2488.780161,373.31702415,1569.73,545.73313685
"2019-11-17","yandex","cpc","rus_search_gen-phones-discount-15",33664.765365,3065.2906599,20231.031,10368.4437051
"2019-11-17","google","cpc","ukr_search_gen-vlozhenye-zaprosy-discount-15",1378.1954655,206.729319825,1124.55,46.916145675
"2019-11-17","google","cpc","bel_search_gen-no-conversions",6137.206992,920.5810488,3048.88,2167.7459432
"2019-11-17","yandex","cpc","rus_search_gen-vlozhenye-zaprosy-phones-discount-15",13876.9130535,1042.939815225,8447.33,4386.643238275
"2019-11-17","google","cpc","kaz_search_gen-vlozhenye-zaprosy-discount-15",1556.6026455,233.490396825,480.89,842.222248675
"2019-11-17","google","cpc","ukr_search_gen-night-discount-15",3773.311857,266.27271615,3404.67,102.36914085
"2019-11-17","google","cpc","rus_search_gen-phones-no-conversions",887.5757205,133.136358075,928.62,-174.180637575
"2019-11-17","google","cpc","rus_search_gen-flow-discount-15-night",1333.5936705,200.039050575,213.39,920.164619925
"2019-11-17","google","cpc","rus_search_gen-flow-discount-15",23325.172857,2591.81030745,15500.88,5232.48254955
"2019-11-17","yandex","cpc","rus_search_brand-discount-15",4709.949552,133.136358075,1750.97,2825.843193925
"2019-11-17","google","cpc","ukr_search_brand-discount-15",9733.610166,1093.331546475,151.8,8488.478619525
"2019-11-17","yandex","cpc","kaz_search_gen-discount-15",4754.551347,713.18270205,982.94,3058.42864495
"2019-11-17","yandex","cpc","ukr_search_brand-discount-15",1110.5846955,166.587704325,212.28,731.716991175
"2019-11-17","google","cpc","rus_search_gen-flow-discount-10-night",8086.3054335,878.878370475,992.4,6215.027063025
"2019-11-17","google","cpc","rus_search_brand-discount-15",24350.146128,2757.262581675,2770.11,18822.773546325
"2019-11-18","google","cpc","rus_search_gen-flow-discount-10-night",2226.957894,334.0436841,1851.11,41.8042099
"2019-11-18","google","cpc","rus_search_competitors-new",889.888797,133.48331955,1718.23,-961.82452255
"2019-11-18","yandex","cpc","bel_search_gen-phones",2718.856224,240.80659155,1069.0701,1408.97953245
"2019-11-18","google","cpc","rus_search_gen-flow-discount-15-night",3868.035787,333.6002376,619.4,2915.0355494
"2019-11-18","google","cpc","rus_search_gen-phones-no-conversions",5169.404268,501.06552615,2756.7,1911.63874185
"2019-11-18","google","cpc","kaz_search_gen-vlozhenye-zaprosy-discount-15",1381.787127,207.26806905,754.86,419.65905795
"2019-11-18","google","cpc","rus_search_gen-vlozhenye-zaprosy",3568.498794,401.79149955,900.53,2266.17729445
"2019-11-18","yandex","cpc","ukr_search_gen-discount-15",2048.085774,173.72954655,6898.17,-5023.81377255
"2019-11-18","google","cpc","kaz_search_gen-discount-15",3698.181081,554.72716215,2876.88,266.57391885
"2019-11-18","yandex","cpc","rus_search_gen-phones-discount-15",26868.476873,3232.8995489,29592.217,-5956.6396759
"2019-11-18","yandex","cpc","rus_search_gen-vlozhenye-zaprosy-phones-discount-15",11206.338318,1179.88522155,8687.5205,1338.93259645
